interaction_id,traveller_id,hotel_id,month,nights,budget,hotel_price,comfort_match,party_match,accessibility_match,budget_fit,location_quality,amenity_match,route_efficiency,context_component,excessive_cost_penalty,synthetic_suitability_score,split,traveller_type,adults,children,seniors,total_party_size,pace,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,comfort_level,star_category,quality_score,price_per_night,room_capacity,accessibility_score
HI0006949,T001738,H0004,April,7,115452,4879.0,100.0,78.2,100.0,100.0,58.72,75.0,78.25,100.0,0.0,100.0,validation,friends,5,0,0,5,packed,medium,standard,no_restriction,vegetarian,lowest_cost,64,32,72,78,61,56,42,66,34,79,66,46,standard,3,68.9,4879,3,60
HI0006950,T001738,H0035,April,7,115452,25212.0,44.0,90.16,100.0,0.0,53.08,87.5,74.35,100.0,100.0,53.68,validation,friends,5,0,0,5,packed,medium,standard,no_restriction,vegetarian,lowest_cost,64,32,72,78,61,56,42,66,34,79,66,46,luxury,5,90.3,25212,2,72
HI0006951,T001738,H0021,April,7,115452,1497.0,72.0,69.92,100.0,100.0,66.28,37.5,87.1,100.0,0.0,99.32,validation,friends,5,0,0,5,packed,medium,standard,no_restriction,vegetarian,lowest_cost,64,32,72,78,61,56,42,66,34,79,66,46,budget,2,46.4,1497,3,55
HI0006952,T001738,H0017,April,7,115452,2123.0,72.0,69.92,100.0,100.0,75.28,75.0,85.0,100.0,0.0,100.0,validation,friends,5,0,0,5,packed,medium,standard,no_restriction,vegetarian,lowest_cost,64,32,72,78,61,56,42,66,34,79,66,46,budget,2,58.2,2123,2,34
HI0006953,T001739,H0015,March,3,17839,24244.0,44.0,65.0,100.0,0.0,67.72,50.0,85.75,100.0,100.0,49.87,validation,solo,1,0,0,1,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,82,85,75,55,53,66,53,36,51,45,41,71,luxury,5,88.6,24244,2,66
HI0006954,T001739,H0019,March,3,17839,3860.0,100.0,63.0,100.0,100.0,63.16,50.0,77.2,100.0,0.0,100.0,validation,solo,1,0,0,1,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,82,85,75,55,53,66,53,36,51,45,41,71,standard,3,63.5,3860,3,56
HI0006955,T001739,H0007,March,3,17839,27129.0,44.0,54.0,100.0,0.0,62.92,87.5,84.4,100.0,100.0,49.29,validation,solo,1,0,0,1,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,82,85,75,55,53,66,53,36,51,45,41,71,luxury,5,89.5,27129,3,54
HI0006956,T001739,H0026,March,3,17839,1802.0,72.0,97.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,86.12,validation,solo,1,0,0,1,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,82,85,75,55,53,66,53,36,51,45,41,71,budget,2,40.2,1802,3,63
HI0006957,T001740,H0003,November,1,11204,9176.0,72.0,86.0,100.0,5.22,64.24,75.0,83.95,100.0,82.93,69.45,test,couple,2,0,0,2,balanced,medium,standard,no_restriction,non_vegetarian,balanced,65,60,42,73,66,66,75,84,24,28,58,27,premium,4,80.4,9176,3,63
HI0006958,T001740,H0002,November,1,11204,27738.0,44.0,78.0,100.0,0.0,68.92,62.5,81.55,100.0,100.0,53.33,test,couple,2,0,0,2,balanced,medium,standard,no_restriction,non_vegetarian,balanced,65,60,42,73,66,66,75,84,24,28,58,27,luxury,5,93.1,27738,3,65
HI0006959,T001740,H0017,November,1,11204,2123.0,72.0,82.0,100.0,100.0,75.28,75.0,85.0,100.0,0.0,90.08,test,couple,2,0,0,2,balanced,medium,standard,no_restriction,non_vegetarian,balanced,65,60,42,73,66,66,75,84,24,28,58,27,budget,2,58.2,2123,2,34
HI0006960,T001740,H0011,November,1,11204,6631.0,100.0,78.0,100.0,53.7,60.4,62.5,78.55,100.0,40.52,81.42,test,couple,2,0,0,2,balanced,medium,standard,no_restriction,non_vegetarian,balanced,65,60,42,73,66,66,75,84,24,28,58,27,standard,3,62.4,6631,2,15
HI0006961,T001741,H0034,June,2,57605,4196.0,44.0,64.4,100.0,100.0,52.96,75.0,74.8,71.24,0.0,87.19,train,seniors,0,0,4,4,packed,medium,luxury,no_restriction,non_vegetarian,public_transport,79,82,87,52,57,31,20,34,57,57,67,52,standard,3,56.9,4196,3,38
HI0006962,T001741,H0014,June,2,57605,11338.0,72.0,77.28,100.0,100.0,61.6,50.0,80.8,100.0,0.0,79.23,train,seniors,0,0,4,4,packed,medium,luxury,no_restriction,non_vegetarian,public_transport,79,82,87,52,57,31,20,34,57,57,67,52,premium,4,89.7,11338,2,74
HI0006963,T001741,H0025,June,2,57605,27248.0,100.0,65.32,100.0,98.57,52.12,62.5,81.7,100.0,1.25,100.0,train,seniors,0,0,4,4,packed,medium,luxury,no_restriction,non_vegetarian,public_transport,79,82,87,52,57,31,20,34,57,57,67,52,luxury,5,91.8,27248,2,71
HI0006964,T001741,H0017,June,2,57605,2123.0,16.0,64.4,100.0,100.0,75.28,75.0,85.0,76.82,0.0,85.9,train,seniors,0,0,4,4,packed,medium,luxury,no_restriction,non_vegetarian,public_transport,79,82,87,52,57,31,20,34,57,57,67,52,budget,2,58.2,2123,2,34
HI0006965,T001742,H0026,June,2,5737,1802.0,100.0,97.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,100.0,train,solo,1,0,0,1,easy_going,low,budget,no_restriction,vegetarian,balanced,85,72,73,62,81,53,60,49,59,49,53,86,budget,2,40.2,1802,3,63
HI0006966,T001742,H0014,June,2,5737,11338.0,44.0,54.0,100.0,0.0,61.6,50.0,80.8,100.0,100.0,51.92,train,solo,1,0,0,1,easy_going,low,budget,no_restriction,vegetarian,balanced,85,72,73,62,81,53,60,49,59,49,53,86,premium,4,89.7,11338,2,74
HI0006967,T001742,H0003,June,2,5737,9176.0,44.0,64.0,100.0,0.0,64.24,75.0,83.95,82.32,100.0,62.68,train,solo,1,0,0,1,easy_going,low,budget,no_restriction,vegetarian,balanced,85,72,73,62,81,53,60,49,59,49,53,86,premium,4,80.4,9176,3,63
HI0006968,T001742,H0002,June,2,5737,27738.0,16.0,83.0,100.0,0.0,68.92,62.5,81.55,69.73,100.0,43.9,train,solo,1,0,0,1,easy_going,low,budget,no_restriction,vegetarian,balanced,85,72,73,62,81,53,60,49,59,49,53,86,luxury,5,93.1,27738,3,65
HI0006969,T001743,H0030,January,7,208261,1633.0,16.0,74.52,100.0,100.0,55.96,37.5,73.0,100.0,0.0,75.93,train,friends,4,0,0,4,packed,high,luxury,no_restriction,no_preference,balanced,92,47,74,57,85,20,24,76,54,66,63,58,budget,2,36.7,1633,3,27
HI0006970,T001743,H0005,January,7,208261,5001.0,44.0,59.8,100.0,100.0,61.6,62.5,79.45,100.0,0.0,91.65,train,friends,4,0,0,4,packed,high,luxury,no_restriction,no_preference,balanced,92,47,74,57,85,20,24,76,54,66,63,58,standard,3,64.9,5001,2,47
HI0006971,T001743,H0025,January,7,208261,27248.0,100.0,72.68,100.0,99.14,52.12,62.5,81.7,100.0,1.25,95.6,train,friends,4,0,0,4,packed,high,luxury,no_restriction,no_preference,balanced,92,47,74,57,85,20,24,76,54,66,63,58,luxury,5,91.8,27248,2,71
HI0006972,T001743,H0024,January,7,208261,2813.0,16.0,76.36,100.0,100.0,67.36,50.0,87.4,100.0,0.0,91.01,train,friends,4,0,0,4,packed,high,luxury,no_restriction,no_preference,balanced,92,47,74,57,85,20,24,76,54,66,63,58,budget,2,45.5,2813,2,63
HI0006973,T001744,H0019,January,2,57335,3860.0,44.0,82.0,100.0,100.0,63.16,50.0,77.2,100.0,0.0,95.53,validation,couple,2,0,0,2,balanced,medium,luxury,no_restriction,vegan,lowest_cost,84,81,52,52,85,0,42,91,70,45,0,72,standard,3,63.5,3860,3,56
HI0006974,T001744,H0002,January,2,57335,27738.0,100.0,78.0,100.0,56.72,68.92,62.5,81.55,100.0,37.87,74.19,validation,couple,2,0,0,2,balanced,medium,luxury,no_restriction,vegan,lowest_cost,84,81,52,52,85,0,42,91,70,45,0,72,luxury,5,93.1,27738,3,65
HI0006975,T001744,H0040,January,2,57335,4665.0,44.0,74.0,100.0,100.0,54.88,50.0,73.9,100.0,0.0,92.74,validation,couple,2,0,0,2,balanced,medium,luxury,no_restriction,vegan,lowest_cost,84,81,52,52,85,0,42,91,70,45,0,72,standard,3,59.5,4665,3,42
HI0006976,T001744,H0024,January,2,57335,2813.0,16.0,64.0,100.0,100.0,67.36,50.0,87.4,100.0,0.0,85.12,validation,couple,2,0,0,2,balanced,medium,luxury,no_restriction,vegan,lowest_cost,84,81,52,52,85,0,42,91,70,45,0,72,budget,2,45.5,2813,2,63
HI0006977,T001745,H0039,March,2,45814,25055.0,44.0,57.04,100.0,0.0,52.36,87.5,73.3,100.0,100.0,53.01,validation,friends,7,0,0,7,balanced,medium,standard,no_restriction,non_vegetarian,lowest_cost,65,69,96,66,19,87,49,1,58,78,41,18,luxury,5,91.0,25055,2,100
HI0006978,T001745,H0035,March,2,45814,25212.0,44.0,90.16,100.0,0.0,53.08,87.5,74.35,100.0,100.0,56.12,validation,friends,7,0,0,7,balanced,medium,standard,no_restriction,non_vegetarian,lowest_cost,65,69,96,66,19,87,49,1,58,78,41,18,luxury,5,90.3,25212,2,72
HI0006979,T001745,H0017,March,2,45814,2123.0,72.0,69.92,100.0,100.0,75.28,75.0,85.0,100.0,0.0,94.08,validation,friends,7,0,0,7,balanced,medium,standard,no_restriction,non_vegetarian,lowest_cost,65,69,96,66,19,87,49,1,58,78,41,18,budget,2,58.2,2123,2,34
HI0006980,T001745,H0031,March,2,45814,6095.0,100.0,56.12,100.0,100.0,62.08,50.0,77.5,100.0,0.0,100.0,validation,friends,7,0,0,7,balanced,medium,standard,no_restriction,non_vegetarian,lowest_cost,65,69,96,66,19,87,49,1,58,78,41,18,standard,3,58.2,6095,3,25
HI0006981,T001746,H0026,January,1,61926,1802.0,72.0,73.97,100.0,100.0,56.08,37.5,80.35,100.0,0.0,91.46,train,family,2,4,0,6,balanced,high,standard,no_restriction,vegetarian,balanced,93,95,73,51,60,64,15,29,10,37,74,88,budget,2,40.2,1802,3,63
HI0006982,T001746,H0014,January,1,61926,11338.0,72.0,56.49,100.0,37.84,61.6,62.5,80.8,100.0,90.65,64.17,train,family,2,4,0,6,balanced,high,standard,no_restriction,vegetarian,balanced,93,95,73,51,60,64,15,29,10,37,74,88,premium,4,89.7,11338,2,74
HI0006983,T001746,H0031,January,1,61926,6095.0,100.0,76.91,100.0,99.41,62.08,62.5,77.5,100.0,0.87,100.0,train,family,2,4,0,6,balanced,high,standard,no_restriction,vegetarian,balanced,93,95,73,51,60,64,15,29,10,37,74,88,standard,3,58.2,6095,3,25
HI0006984,T001746,H0024,January,1,61926,2813.0,72.0,61.46,100.0,100.0,67.36,62.5,87.4,100.0,0.0,91.91,train,family,2,4,0,6,balanced,high,standard,no_restriction,vegetarian,balanced,93,95,73,51,60,64,15,29,10,37,74,88,budget,2,45.5,2813,2,63
HI0006985,T001747,H0019,December,5,123557,3860.0,72.0,74.34,100.0,100.0,63.16,62.5,77.2,100.0,0.0,98.91,validation,family,2,4,0,6,balanced,medium,premium,no_restriction,no_preference,lowest_cost,1,97,74,69,84,60,66,79,12,18,55,9,standard,3,63.5,3860,3,56
HI0006986,T001747,H0033,December,5,123557,10987.0,100.0,73.97,100.0,86.23,67.72,75.0,80.35,100.0,12.05,98.12,validation,family,2,4,0,6,balanced,medium,premium,no_restriction,no_preference,lowest_cost,1,97,74,69,84,60,66,79,12,18,55,9,premium,4,83.0,10987,2,65
HI0006987,T001747,H0026,December,5,123557,1802.0,44.0,73.97,100.0,100.0,56.08,37.5,80.35,100.0,0.0,86.27,validation,family,2,4,0,6,balanced,medium,premium,no_restriction,no_preference,lowest_cost,1,97,74,69,84,60,66,79,12,18,55,9,budget,2,40.2,1802,3,63
HI0006988,T001747,H0039,December,5,123557,25055.0,72.0,82.43,100.0,0.0,52.36,100.0,73.3,100.0,100.0,54.38,validation,family,2,4,0,6,balanced,medium,premium,no_restriction,no_preference,lowest_cost,1,97,74,69,84,60,66,79,12,18,55,9,luxury,5,91.0,25055,2,100
HI0006989,T001748,H0026,November,4,58117,1802.0,44.0,53.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,78.55,test,friends,3,0,0,3,easy_going,medium,premium,no_restriction,no_preference,private_transport,41,70,73,66,72,68,52,5,48,99,55,24,budget,2,40.2,1802,3,63
HI0006990,T001748,H0033,November,4,58117,10987.0,100.0,74.52,100.0,55.56,67.72,62.5,80.35,100.0,38.89,99.72,test,friends,3,0,0,3,easy_going,medium,premium,no_restriction,no_preference,private_transport,41,70,73,66,72,68,52,5,48,99,55,24,premium,4,83.0,10987,2,65
HI0006991,T001748,H0009,November,4,58117,4070.0,72.0,68.0,100.0,100.0,61.24,75.0,83.8,100.0,0.0,100.0,test,friends,3,0,0,3,easy_going,medium,premium,no_restriction,no_preference,private_transport,41,70,73,66,72,68,52,5,48,99,55,24,standard,3,55.9,4070,3,44
HI0006992,T001748,H0025,November,4,58117,27248.0,72.0,72.68,100.0,0.0,52.12,62.5,81.7,100.0,100.0,48.77,test,friends,3,0,0,3,easy_going,medium,premium,no_restriction,no_preference,private_transport,41,70,73,66,72,68,52,5,48,99,55,24,luxury,5,91.8,27248,2,71
HI0006993,T001749,H0036,February,2,27901,3166.0,72.0,83.0,100.0,100.0,47.92,37.5,69.55,100.0,0.0,96.27,train,couple,2,0,0,2,packed,medium,premium,no_restriction,vegan,lowest_cost,55,54,56,49,65,56,80,51,55,51,79,39,standard,3,68.6,3166,2,51
HI0006994,T001749,H0001,February,2,27901,2049.0,44.0,73.0,100.0,100.0,48.4,25.0,74.8,100.0,0.0,87.74,train,couple,2,0,0,2,packed,medium,premium,no_restriction,vegan,lowest_cost,55,54,56,49,65,56,80,51,55,51,79,39,budget,2,36.3,2049,3,13
HI0006995,T001749,H0003,February,2,27901,9176.0,100.0,86.0,100.0,93.64,64.24,75.0,83.95,100.0,5.57,100.0,train,couple,2,0,0,2,packed,medium,premium,no_restriction,vegan,lowest_cost,55,54,56,49,65,56,80,51,55,51,79,39,premium,4,80.4,9176,3,63
HI0006996,T001749,H0002,February,2,27901,27738.0,72.0,78.0,100.0,0.0,68.92,62.5,81.55,100.0,100.0,68.14,train,couple,2,0,0,2,packed,medium,premium,no_restriction,vegan,lowest_cost,55,54,56,49,65,56,80,51,55,51,79,39,luxury,5,93.1,27738,3,65
HI0006997,T001750,H0018,July,3,27018,5949.0,72.0,48.58,100.0,0.0,56.08,25.0,80.5,100.0,60.22,61.43,train,family,2,2,0,4,balanced,low,budget,no_restriction,no_preference,balanced,81,82,83,54,46,54,78,56,64,44,53,44,standard,3,71.9,5949,2,80
HI0006998,T001750,H0008,July,3,27018,1314.0,100.0,70.29,100.0,100.0,46.48,50.0,67.15,100.0,0.0,98.18,train,family,2,2,0,4,balanced,low,budget,no_restriction,no_preference,balanced,81,82,83,54,46,54,78,56,64,44,53,44,budget,2,35.5,1314,2,44
HI0006999,T001750,H0038,July,3,27018,9325.0,44.0,54.65,100.0,0.0,57.88,62.5,81.7,81.82,100.0,35.27,train,family,2,2,0,4,balanced,low,budget,no_restriction,no_preference,balanced,81,82,83,54,46,54,78,56,64,44,53,44,premium,4,86.7,9325,2,82
HI0007000,T001750,H0039,July,3,27018,25055.0,16.0,82.43,100.0,0.0,52.36,100.0,73.3,74.4,100.0,36.47,train,family,2,2,0,4,balanced,low,budget,no_restriction,no_preference,balanced,81,82,83,54,46,54,78,56,64,44,53,44,luxury,5,91.0,25055,2,100
HI0007001,T001751,H0015,November,3,45226,24244.0,72.0,73.6,100.0,28.19,67.72,50.0,85.75,100.0,62.84,57.55,train,friends,4,0,0,4,easy_going,medium,premium,no_restriction,no_preference,lowest_cost,66,77,76,56,85,45,61,59,63,54,74,65,luxury,5,88.6,24244,2,66
HI0007002,T001751,H0001,November,3,45226,2049.0,44.0,67.16,100.0,100.0,48.4,25.0,74.8,100.0,0.0,81.35,train,friends,4,0,0,4,easy_going,medium,premium,no_restriction,no_preference,lowest_cost,66,77,76,56,85,45,61,59,63,54,74,65,budget,2,36.3,2049,3,13
HI0007003,T001751,H0008,November,3,45226,1314.0,44.0,75.44,100.0,100.0,46.48,37.5,67.15,100.0,0.0,96.38,train,friends,4,0,0,4,easy_going,medium,premium,no_restriction,no_preference,lowest_cost,66,77,76,56,85,45,61,59,63,54,74,65,budget,2,35.5,1314,2,44
HI0007004,T001751,H0038,November,3,45226,9325.0,100.0,68.08,100.0,100.0,57.88,62.5,81.7,100.0,0.0,99.49,train,friends,4,0,0,4,easy_going,medium,premium,no_restriction,no_preference,lowest_cost,66,77,76,56,85,45,61,59,63,54,74,65,premium,4,86.7,9325,2,82
HI0007005,T001752,H0007,June,3,21950,27129.0,44.0,57.0,100.0,0.0,62.92,87.5,84.4,71.92,100.0,44.64,train,couple,2,0,0,2,balanced,low,standard,no_restriction,no_preference,balanced,53,80,47,51,61,40,18,47,89,65,69,70,luxury,5,89.5,27129,3,54
HI0007006,T001752,H0029,June,3,21950,3084.0,100.0,81.0,100.0,100.0,52.84,62.5,77.35,100.0,0.0,100.0,train,couple,2,0,0,2,balanced,low,standard,no_restriction,no_preference,balanced,53,80,47,51,61,40,18,47,89,65,69,70,standard,3,74.8,3084,2,83
HI0007007,T001752,H0009,June,3,21950,4070.0,100.0,56.0,100.0,100.0,61.24,75.0,83.8,73.0,0.0,100.0,train,couple,2,0,0,2,balanced,low,standard,no_restriction,no_preference,balanced,53,80,47,51,61,40,18,47,89,65,69,70,standard,3,55.9,4070,3,44
HI0007008,T001752,H0017,June,3,21950,2123.0,72.0,82.0,100.0,100.0,75.28,75.0,85.0,68.14,0.0,100.0,train,couple,2,0,0,2,balanced,low,standard,no_restriction,no_preference,balanced,53,80,47,51,61,40,18,47,89,65,69,70,budget,2,58.2,2123,2,34
HI0007009,T001753,H0034,March,6,41698,4196.0,100.0,64.0,100.0,100.0,52.96,75.0,74.8,100.0,0.0,100.0,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,non_vegetarian,public_transport,83,52,72,66,41,53,86,74,5,51,61,33,standard,3,56.9,4196,3,38
HI0007010,T001753,H0038,March,6,41698,9325.0,72.0,83.0,100.0,2.38,57.88,62.5,81.7,100.0,85.42,59.62,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,non_vegetarian,public_transport,83,52,72,66,41,53,86,74,5,51,61,33,premium,4,86.7,9325,2,82
HI0007011,T001753,H0037,March,6,41698,1947.0,72.0,75.0,100.0,100.0,59.8,50.0,83.5,100.0,0.0,91.26,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,non_vegetarian,public_transport,83,52,72,66,41,53,86,74,5,51,61,33,budget,2,39.1,1947,3,69
HI0007012,T001753,H0016,March,6,41698,9320.0,72.0,64.0,100.0,2.48,55.6,62.5,81.55,100.0,85.33,58.74,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,non_vegetarian,public_transport,83,52,72,66,41,53,86,74,5,51,61,33,premium,4,87.3,9320,2,55
HI0007013,T001754,H0030,October,2,18451,1633.0,44.0,68.0,100.0,100.0,55.96,37.5,73.0,100.0,0.0,96.6,validation,solo,1,0,0,1,easy_going,medium,premium,no_restriction,no_preference,private_transport,39,60,79,75,64,81,54,29,79,84,35,0,budget,2,36.7,1633,3,27
HI0007014,T001754,H0039,October,2,18451,25055.0,72.0,73.0,100.0,0.0,52.36,87.5,73.3,100.0,100.0,61.72,validation,solo,1,0,0,1,easy_going,medium,premium,no_restriction,no_preference,private_transport,39,60,79,75,64,81,54,29,79,84,35,0,luxury,5,91.0,25055,2,100
HI0007015,T001754,H0005,October,2,18451,5001.0,72.0,66.0,100.0,100.0,61.6,62.5,79.45,100.0,0.0,93.4,validation,solo,1,0,0,1,easy_going,medium,premium,no_restriction,no_preference,private_transport,39,60,79,75,64,81,54,29,79,84,35,0,standard,3,64.9,5001,2,47
HI0007016,T001754,H0038,October,2,18451,9325.0,100.0,83.0,100.0,92.24,57.88,62.5,81.7,100.0,6.79,100.0,validation,solo,1,0,0,1,easy_going,medium,premium,no_restriction,no_preference,private_transport,39,60,79,75,64,81,54,29,79,84,35,0,premium,4,86.7,9325,2,82
HI0007017,T001755,H0010,June,1,22085,2651.0,72.0,77.28,100.0,100.0,57.16,12.5,74.8,100.0,0.0,98.71,train,seniors,2,0,2,4,balanced,medium,standard,no_restriction,no_preference,lowest_cost,93,82,83,72,79,56,50,51,62,54,36,70,budget,2,58.1,2651,2,28
HI0007018,T001755,H0023,June,1,22085,24419.0,44.0,64.4,100.0,0.0,73.0,62.5,83.95,100.0,100.0,47.01,train,seniors,2,0,2,4,balanced,medium,standard,no_restriction,no_preference,lowest_cost,93,82,83,72,79,56,50,51,62,54,36,70,luxury,5,96.1,24419,2,61
HI0007019,T001755,H0017,June,1,22085,2123.0,72.0,64.4,100.0,100.0,75.28,75.0,85.0,70.09,0.0,98.56,train,seniors,2,0,2,4,balanced,medium,standard,no_restriction,no_preference,lowest_cost,93,82,83,72,79,56,50,51,62,54,36,70,budget,2,58.2,2123,2,34
HI0007020,T001755,H0036,June,1,22085,3166.0,100.0,57.04,100.0,100.0,47.92,37.5,69.55,100.0,0.0,92.04,train,seniors,2,0,2,4,balanced,medium,standard,no_restriction,no_preference,lowest_cost,93,82,83,72,79,56,50,51,62,54,36,70,standard,3,68.6,3166,2,51
HI0007021,T001756,H0008,October,3,34439,1314.0,72.0,67.0,100.0,100.0,46.48,37.5,67.15,100.0,0.0,90.68,train,seniors,0,0,2,2,balanced,high,standard,no_restriction,no_preference,balanced,85,81,70,41,58,22,20,51,66,61,61,61,budget,2,35.5,1314,2,44
HI0007022,T001756,H0035,October,3,34439,25212.0,44.0,61.0,100.0,0.0,53.08,87.5,74.35,100.0,100.0,59.75,train,seniors,0,0,2,2,balanced,high,standard,no_restriction,no_preference,balanced,85,81,70,41,58,22,20,51,66,61,61,61,luxury,5,90.3,25212,2,72
HI0007023,T001756,H0011,October,3,34439,6631.0,100.0,61.0,100.0,72.22,60.4,62.5,78.55,100.0,40.52,95.46,train,seniors,0,0,2,2,balanced,high,standard,no_restriction,no_preference,balanced,85,81,70,41,58,22,20,51,66,61,61,61,standard,3,62.4,6631,2,15
HI0007024,T001756,H0033,October,3,34439,10987.0,72.0,100.0,100.0,22.43,67.72,62.5,80.35,100.0,100.0,76.45,train,seniors,0,0,2,2,balanced,high,standard,no_restriction,no_preference,balanced,85,81,70,41,58,22,20,51,66,61,61,61,premium,4,83.0,10987,2,65
HI0007025,T001757,H0002,October,2,50893,27738.0,72.0,40.11,100.0,54.97,68.92,62.5,81.55,100.0,65.67,74.7,train,family,2,2,0,4,easy_going,high,premium,no_restriction,no_preference,balanced,77,85,86,56,58,30,27,61,57,52,62,58,luxury,5,93.1,27738,3,65
HI0007026,T001757,H0028,October,2,50893,4489.0,72.0,57.78,100.0,100.0,60.04,75.0,84.25,100.0,0.0,100.0,train,family,2,2,0,4,easy_going,high,premium,no_restriction,no_preference,balanced,77,85,86,56,58,30,27,61,57,52,62,58,standard,3,61.1,4489,3,100
HI0007027,T001757,H0014,October,2,50893,11338.0,100.0,56.49,100.0,100.0,61.6,62.5,80.8,100.0,0.0,100.0,train,family,2,2,0,4,easy_going,high,premium,no_restriction,no_preference,balanced,77,85,86,56,58,30,27,61,57,52,62,58,premium,4,89.7,11338,2,74
HI0007028,T001757,H0003,October,2,50893,9176.0,100.0,40.66,100.0,100.0,64.24,75.0,83.95,100.0,0.0,100.0,train,family,2,2,0,4,easy_going,high,premium,no_restriction,no_preference,balanced,77,85,86,56,58,30,27,61,57,52,62,58,premium,4,80.4,9176,3,63
HI0007029,T001758,H0015,December,2,24592,24244.0,72.0,79.0,100.0,0.0,67.72,50.0,85.75,100.0,100.0,60.37,validation,couple,2,0,0,2,balanced,medium,premium,no_restriction,no_preference,private_transport,33,71,52,41,47,31,12,59,81,78,23,43,luxury,5,88.6,24244,2,66
HI0007030,T001758,H0033,December,2,24592,10987.0,100.0,85.0,100.0,76.59,67.72,62.5,80.35,100.0,20.48,96.89,validation,couple,2,0,0,2,balanced,medium,premium,no_restriction,no_preference,private_transport,33,71,52,41,47,31,12,59,81,78,23,43,premium,4,83.0,10987,2,65
HI0007031,T001758,H0036,December,2,24592,3166.0,72.0,83.0,100.0,100.0,47.92,37.5,69.55,100.0,0.0,96.25,validation,couple,2,0,0,2,balanced,medium,premium,no_restriction,no_preference,private_transport,33,71,52,41,47,31,12,59,81,78,23,43,standard,3,68.6,3166,2,51
HI0007032,T001758,H0037,December,2,24592,1947.0,44.0,82.0,100.0,100.0,59.8,50.0,83.5,100.0,0.0,84.66,validation,couple,2,0,0,2,balanced,medium,premium,no_restriction,no_preference,private_transport,33,71,52,41,47,31,12,59,81,78,23,43,budget,2,39.1,1947,3,69
HI0007033,T001759,H0039,January,3,56763,25055.0,72.0,57.04,100.0,0.0,52.36,87.5,73.3,100.0,100.0,58.93,train,friends,3,0,0,3,packed,high,premium,no_restriction,non_vegetarian,private_transport,84,80,67,75,50,28,70,77,75,70,3,76,luxury,5,91.0,25055,2,100
HI0007034,T001759,H0033,January,3,56763,10987.0,100.0,74.52,100.0,73.33,67.72,62.5,80.35,100.0,38.89,89.17,train,friends,3,0,0,3,packed,high,premium,no_restriction,non_vegetarian,private_transport,84,80,67,75,50,28,70,77,75,70,3,76,premium,4,83.0,10987,2,65
HI0007035,T001759,H0006,January,3,56763,2830.0,44.0,86.0,100.0,100.0,60.88,37.5,81.1,100.0,0.0,91.79,train,friends,3,0,0,3,packed,high,premium,no_restriction,non_vegetarian,private_transport,84,80,67,75,50,28,70,77,75,70,3,76,budget,2,53.9,2830,4,66
HI0007036,T001759,H0035,January,3,56763,25212.0,72.0,90.16,100.0,0.0,53.08,87.5,74.35,100.0,100.0,44.7,train,friends,3,0,0,3,packed,high,premium,no_restriction,non_vegetarian,private_transport,84,80,67,75,50,28,70,77,75,70,3,76,luxury,5,90.3,25212,2,72
HI0007037,T001760,H0020,October,3,52002,3776.0,72.0,54.28,100.0,100.0,82.72,75.0,91.0,100.0,0.0,98.56,train,friends,6,0,0,6,packed,low,premium,no_restriction,non_vegetarian,public_transport,49,81,43,36,68,6,2,75,88,90,63,92,standard,3,66.7,3776,3,59
HI0007038,T001760,H0018,October,3,52002,5949.0,72.0,59.8,100.0,100.0,56.08,25.0,80.5,100.0,0.0,89.25,train,friends,6,0,0,6,packed,low,premium,no_restriction,non_vegetarian,public_transport,49,81,43,36,68,6,2,75,88,90,63,92,standard,3,71.9,5949,2,80
HI0007039,T001760,H0027,October,3,52002,11145.0,100.0,80.96,100.0,88.59,68.2,62.5,86.05,100.0,6.66,100.0,train,friends,6,0,0,6,packed,low,premium,no_restriction,non_vegetarian,public_transport,49,81,43,36,68,6,2,75,88,90,63,92,premium,4,72.4,11145,2,76
HI0007040,T001760,H0039,October,3,52002,25055.0,72.0,57.04,100.0,0.0,52.36,87.5,73.3,100.0,100.0,53.32,train,friends,6,0,0,6,packed,low,premium,no_restriction,non_vegetarian,public_transport,49,81,43,36,68,6,2,75,88,90,63,92,luxury,5,91.0,25055,2,100
HI0007041,T001761,H0015,February,2,41997,24244.0,72.0,65.0,100.0,11.09,67.72,50.0,85.75,100.0,100.0,62.09,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,vegan,balanced,89,46,79,58,87,12,36,51,62,54,65,81,luxury,5,88.6,24244,2,66
