interaction_id,traveller_id,poi_id,month,time_period,hotel_zone,travel_time_minutes,travel_distance_km,estimated_cost,preference_match,party_match,context_match,pace_match,accessibility_match,quality_component,cost_penalty,travel_burden,synthetic_suitability_score,split
PI0011785,T001474,POI0028,January,morning,Z04,21.0,11.17,218.7,84.53,87.0,56.0,90.0,80.0,63.8,0.0,8.4,77.43,train
PI0011786,T001474,POI0006,January,evening,Z04,12.3,7.82,129.8,67.87,52.0,80.0,81.3,96.0,64.0,0.0,4.92,84.77,train
PI0011787,T001474,POI0025,January,morning,Z04,21.0,11.17,321.7,63.94,61.0,82.0,84.0,26.0,75.9,0.54,8.4,53.03,train
PI0011788,T001474,POI0055,January,evening,Z04,100.3,53.22,1037.9,73.01,61.0,55.0,85.5,47.0,55.1,0.7,40.12,63.81,train
PI0011789,T001474,POI0040,January,afternoon,Z04,50.2,26.96,457.0,84.09,69.0,73.0,82.5,86.0,45.0,0.0,20.08,78.11,train
PI0011790,T001474,POI0058,January,afternoon,Z04,100.3,53.22,925.9,78.11,87.0,78.0,89.85,86.0,68.6,0.11,40.12,77.01,train
PI0011791,T001474,POI0058,January,afternoon,Z04,100.3,53.22,925.9,78.11,87.0,78.0,89.85,86.0,68.6,0.11,40.12,76.29,train
PI0011792,T001474,POI0028,January,afternoon,Z04,21.0,11.17,218.7,84.53,87.0,72.0,90.0,80.0,63.8,0.0,8.4,82.97,train
PI0011793,T001475,POI0001,January,morning,Z08,79.2,48.0,941.8,70.06,79.0,70.0,92.75,100.0,60.4,1.91,31.68,72.4,test
PI0011794,T001475,POI0060,January,morning,Z08,14.2,9.2,179.1,77.21,62.0,75.0,76.25,100.0,85.3,0.0,5.68,76.58,test
PI0011795,T001475,POI0019,January,afternoon,Z08,94.2,59.11,1125.5,66.3,69.0,75.0,80.5,100.0,65.5,0.0,37.68,58.0,test
PI0011796,T001475,POI0009,January,afternoon,Z08,95.8,52.69,4827.2,69.29,79.0,84.0,72.25,100.0,61.1,85.89,38.32,58.61,test
PI0011797,T001475,POI0038,January,evening,Z08,55.8,29.79,627.3,86.56,67.0,48.0,86.0,100.0,59.1,2.02,22.32,71.55,test
PI0011798,T001475,POI0042,January,afternoon,Z08,55.8,29.79,833.3,66.65,52.0,71.0,95.0,100.0,66.8,6.59,22.32,69.99,test
PI0011799,T001475,POI0027,January,evening,Z08,71.6,42.09,809.4,76.88,88.0,81.0,100.0,100.0,61.5,1.91,28.64,81.18,test
PI0011800,T001475,POI0004,January,evening,Z08,79.2,48.0,1284.8,63.1,80.0,84.0,95.25,100.0,78.8,9.52,31.68,76.43,test
PI0011801,T001476,POI0018,December,afternoon,Z09,147.6,81.7,1975.0,79.65,47.0,15.0,71.0,100.0,86.2,2.94,59.04,65.14,train
PI0011802,T001476,POI0053,December,morning,Z09,10.9,0.35,172.5,61.0,71.0,88.0,88.25,100.0,54.4,1.14,4.36,87.94,train
PI0011803,T001476,POI0046,December,morning,Z09,60.3,37.71,826.6,77.01,73.0,82.0,93.25,100.0,59.8,0.64,24.12,75.17,train
PI0011804,T001476,POI0002,December,evening,Z09,155.0,84.0,1675.9,75.13,62.0,58.0,94.0,100.0,67.0,0.1,62.0,66.23,train
PI0011805,T001476,POI0036,December,morning,Z09,119.4,74.3,1253.6,82.73,79.0,58.0,88.25,100.0,45.7,0.0,47.76,79.96,train
PI0011806,T001476,POI0032,December,afternoon,Z09,119.4,74.3,1295.6,76.31,59.0,70.0,100.0,100.0,74.7,0.29,47.76,80.66,train
PI0011807,T001476,POI0038,December,evening,Z09,141.9,74.97,1519.6,74.86,86.0,48.0,86.0,100.0,59.1,0.62,56.76,69.87,train
PI0011808,T001476,POI0031,December,morning,Z09,119.4,74.3,1277.6,66.92,69.0,70.0,90.0,100.0,58.3,0.16,47.76,78.69,train
PI0011809,T001477,POI0055,January,evening,Z02,80.8,42.78,929.3,81.24,91.0,55.0,85.0,100.0,55.1,0.75,32.32,76.25,validation
PI0011810,T001477,POI0034,January,evening,Z02,25.2,12.88,2072.3,82.1,54.0,95.0,83.5,100.0,59.7,10.62,10.08,67.67,validation
PI0011811,T001477,POI0005,January,evening,Z02,3.2,1.95,2518.8,68.12,85.0,52.0,87.75,100.0,68.9,14.21,1.28,73.65,validation
PI0011812,T001477,POI0057,January,morning,Z02,80.8,42.78,879.3,65.01,62.0,82.0,87.25,100.0,60.6,0.47,32.32,66.38,validation
PI0011813,T001477,POI0015,January,evening,Z02,5.2,2.87,440.2,80.21,91.0,62.0,86.5,100.0,55.8,2.22,2.08,80.12,validation
PI0011814,T001477,POI0055,January,morning,Z02,80.8,42.78,929.3,81.24,91.0,83.0,85.0,100.0,55.1,0.75,32.32,84.04,validation
PI0011815,T001477,POI0016,January,morning,Z02,5.2,2.87,51.2,76.88,87.0,85.0,88.75,100.0,69.1,0.0,2.08,85.62,validation
PI0011816,T001477,POI0036,January,afternoon,Z02,25.2,12.88,215.3,80.29,75.0,77.0,88.25,100.0,45.7,0.0,10.08,77.07,validation
PI0011817,T001478,POI0025,November,evening,Z04,21.0,11.17,321.7,78.96,88.0,43.0,73.5,100.0,75.9,1.17,8.4,86.4,train
PI0011818,T001478,POI0012,November,morning,Z04,11.5,6.52,106.9,66.25,66.0,63.0,73.8,100.0,66.6,0.0,4.6,73.9,train
PI0011819,T001478,POI0051,November,evening,Z04,182.1,97.33,3583.2,68.3,83.0,40.0,75.1,100.0,74.2,20.68,72.84,58.36,train
PI0011820,T001478,POI0029,November,morning,Z04,21.0,11.17,404.7,80.19,77.0,80.0,71.0,100.0,58.1,2.11,8.4,77.56,train
PI0011821,T001478,POI0012,November,evening,Z04,11.5,6.52,106.9,66.25,66.0,68.0,73.8,100.0,66.6,0.0,4.6,77.72,train
PI0011822,T001478,POI0007,November,morning,Z04,11.5,6.52,106.9,70.11,70.0,92.0,75.35,100.0,59.6,0.0,4.6,83.96,train
PI0011823,T001478,POI0011,November,morning,Z04,11.5,6.52,281.9,66.41,62.0,72.0,70.15,100.0,59.9,1.98,4.6,83.49,train
PI0011824,T001478,POI0013,November,afternoon,Z04,6.3,3.23,135.9,76.52,73.0,70.0,72.15,100.0,69.4,0.84,2.52,86.71,train
PI0011825,T001479,POI0042,October,evening,Z03,41.1,26.42,748.1,73.22,52.0,46.0,88.5,100.0,66.8,9.24,16.44,65.22,train
PI0011826,T001479,POI0042,October,morning,Z03,41.1,26.42,748.1,73.22,52.0,82.0,88.5,100.0,66.8,9.24,16.44,71.0,train
PI0011827,T001479,POI0020,October,evening,Z03,5.4,3.33,104.6,74.66,56.0,84.0,85.2,100.0,61.3,1.34,2.16,86.42,train
PI0011828,T001479,POI0013,October,evening,Z03,10.9,0.43,79.5,82.09,54.0,44.0,88.05,100.0,69.4,2.3,4.36,72.8,train
PI0011829,T001479,POI0053,October,evening,Z03,145.6,86.76,1675.7,68.3,71.0,39.0,87.45,100.0,54.4,5.2,58.24,70.64,train
PI0011830,T001479,POI0014,October,afternoon,Z03,10.9,0.43,3394.5,79.49,70.0,64.0,81.45,100.0,88.2,100.0,4.36,59.31,train
PI0011831,T001479,POI0014,October,evening,Z03,10.9,0.43,3394.5,79.49,70.0,50.0,81.45,100.0,88.2,100.0,4.36,59.46,train
PI0011832,T001479,POI0007,October,evening,Z03,5.3,3.18,58.0,78.16,79.0,92.0,78.45,100.0,59.6,0.0,2.12,91.23,train
PI0011833,T001480,POI0013,January,morning,Z05,15.9,8.61,284.8,72.39,79.0,70.0,72.15,100.0,69.4,1.05,6.36,81.13,train
PI0011834,T001480,POI0038,January,morning,Z05,35.5,18.74,469.5,69.4,58.0,69.0,72.8,100.0,59.1,1.38,14.2,75.94,train
PI0011835,T001480,POI0053,January,afternoon,Z05,139.6,74.19,1692.5,67.93,73.0,79.0,72.35,100.0,54.4,2.29,55.84,69.79,train
PI0011836,T001480,POI0030,January,afternoon,Z05,13.9,0.44,706.0,66.5,51.0,72.0,74.6,100.0,75.2,6.26,5.56,65.47,train
PI0011837,T001480,POI0036,January,morning,Z05,19.8,10.31,192.0,82.82,58.0,58.0,72.35,100.0,45.7,0.0,7.92,66.18,train
PI0011838,T001480,POI0001,January,morning,Z05,6.4,3.57,210.3,72.98,59.0,70.0,71.45,100.0,60.4,1.33,2.56,74.06,train
PI0011839,T001480,POI0059,January,afternoon,Z05,61.1,39.15,757.8,68.16,73.0,66.0,71.5,100.0,79.4,0.35,24.44,70.33,train
PI0011840,T001480,POI0021,January,afternoon,Z05,20.9,12.05,714.7,74.48,94.0,73.0,75.5,100.0,79.2,4.54,8.36,82.36,train
PI0011841,T001481,POI0055,November,evening,Z02,80.8,42.78,1026.3,73.24,68.0,55.0,73.0,100.0,55.1,6.96,32.32,76.48,validation
PI0011842,T001481,POI0002,November,morning,Z02,3.2,1.95,55.8,74.59,60.0,84.0,71.2,100.0,67.0,0.64,1.28,72.65,validation
PI0011843,T001481,POI0015,November,afternoon,Z02,5.2,2.87,641.2,71.62,84.0,84.0,72.7,100.0,55.8,17.92,2.08,76.7,validation
PI0011844,T001481,POI0017,November,evening,Z02,5.2,2.87,77.2,76.15,60.0,37.0,70.3,100.0,60.8,0.79,2.08,73.21,validation
PI0011845,T001481,POI0007,November,evening,Z02,14.5,0.33,7.2,76.34,51.0,92.0,75.35,100.0,59.6,0.0,5.8,79.46,validation
PI0011846,T001481,POI0052,November,morning,Z02,142.0,89.69,1566.5,71.53,87.0,87.0,73.95,100.0,88.6,0.0,56.8,65.6,validation
PI0011847,T001481,POI0057,November,afternoon,Z02,80.8,42.78,941.3,72.68,68.0,75.0,72.55,100.0,60.6,4.37,32.32,72.31,validation
PI0011848,T001481,POI0031,November,afternoon,Z02,25.2,12.88,256.3,73.1,56.0,63.0,72.0,100.0,58.3,1.25,10.08,70.8,validation
PI0011849,T001482,POI0020,April,morning,Z10,92.0,51.21,903.9,78.49,69.0,79.0,69.9,100.0,61.3,0.66,36.8,75.38,test
PI0011850,T001482,POI0001,April,morning,Z10,65.4,41.68,872.5,85.04,70.0,70.0,71.45,100.0,60.4,1.32,26.16,87.76,test
PI0011851,T001482,POI0045,April,afternoon,Z10,16.5,9.89,370.0,77.0,78.0,74.0,72.15,100.0,72.7,3.05,6.6,66.27,test
PI0011852,T001482,POI0059,April,evening,Z10,14.9,0.98,31.5,83.25,43.0,59.0,71.5,100.0,79.4,0.37,5.96,76.16,test
PI0011853,T001482,POI0040,April,morning,Z10,58.1,32.18,547.8,70.5,69.0,45.0,74.0,100.0,45.0,0.0,23.24,69.12,test
PI0011854,T001482,POI0054,April,afternoon,Z10,70.7,39.95,719.3,85.53,77.0,66.0,69.3,100.0,79.8,0.37,28.28,84.94,test
PI0011855,T001482,POI0045,April,afternoon,Z10,16.5,9.89,370.0,77.0,78.0,74.0,72.15,100.0,72.7,3.05,6.6,81.17,test
PI0011856,T001482,POI0054,April,evening,Z10,70.7,39.95,719.3,85.53,77.0,56.0,69.3,100.0,79.8,0.37,28.28,94.63,test
PI0011857,T001483,POI0040,December,morning,Z07,10.9,0.6,5.5,82.37,48.8,45.0,74.0,100.0,45.0,0.0,4.36,72.33,train
PI0011858,T001483,POI0035,December,evening,Z07,18.3,11.27,190.3,75.95,72.2,78.0,72.4,100.0,50.8,0.0,7.32,78.97,train
PI0011859,T001483,POI0050,December,afternoon,Z07,112.0,65.81,1128.1,73.39,67.4,79.0,73.2,100.0,82.4,0.85,44.8,77.77,train
PI0011860,T001483,POI0038,December,evening,Z07,10.9,0.6,264.5,73.29,71.8,48.0,72.8,100.0,59.1,4.88,4.36,69.78,train
PI0011861,T001483,POI0012,December,morning,Z07,43.4,22.22,361.6,79.25,47.2,63.0,73.8,100.0,66.6,0.0,17.36,68.52,train
PI0011862,T001483,POI0012,December,afternoon,Z07,43.4,22.22,361.6,79.25,47.2,73.0,73.8,100.0,66.6,0.0,17.36,66.22,train
PI0011863,T001483,POI0023,December,afternoon,Z07,53.2,28.1,8296.9,75.55,53.4,63.0,77.05,100.0,73.0,100.0,21.28,58.43,train
PI0011864,T001483,POI0027,December,morning,Z07,36.9,20.67,660.8,71.99,57.8,94.0,69.35,100.0,61.5,5.39,14.76,72.46,train
PI0011865,T001484,POI0044,December,evening,Z03,102.7,54.77,2440.7,62.8,61.4,44.0,87.9,100.0,54.5,21.88,41.08,52.36,train
PI0011866,T001484,POI0009,December,morning,Z03,5.3,3.18,10150.0,71.4,98.2,67.0,77.85,100.0,61.1,100.0,2.12,54.79,train
PI0011867,T001484,POI0038,December,morning,Z03,41.1,26.42,668.1,81.66,71.8,69.0,86.1,100.0,59.1,3.22,16.44,74.05,train
PI0011868,T001484,POI0016,December,afternoon,Z03,10.9,0.43,5.5,86.9,79.0,66.0,87.75,100.0,69.1,0.0,4.36,85.35,train
PI0011869,T001484,POI0043,December,evening,Z03,102.7,54.77,1079.7,80.31,45.6,61.0,90.0,100.0,62.9,1.7,41.08,75.29,train
PI0011870,T001484,POI0046,December,afternoon,Z03,102.7,54.77,1217.7,68.41,40.6,59.0,89.55,100.0,59.8,3.75,41.08,71.27,train
PI0011871,T001484,POI0023,December,morning,Z03,5.4,3.33,6562.6,71.39,53.4,63.0,73.35,100.0,73.0,96.38,2.16,58.07,train
PI0011872,T001484,POI0016,December,morning,Z03,10.9,0.43,5.5,86.9,79.0,85.0,87.75,100.0,69.1,0.0,4.36,93.24,train
PI0011873,T001485,POI0017,November,afternoon,Z07,47.7,26.98,542.9,59.61,82.0,61.0,86.4,100.0,60.8,0.35,19.08,70.15,train
PI0011874,T001485,POI0031,November,afternoon,Z07,18.3,11.27,214.3,59.28,78.0,63.0,88.5,100.0,58.3,0.53,7.32,77.53,train
PI0011875,T001485,POI0036,November,afternoon,Z07,18.3,11.27,190.3,88.27,75.0,77.0,87.45,100.0,45.7,0.0,7.32,94.37,train
PI0011876,T001485,POI0055,November,morning,Z07,55.4,29.95,655.7,62.44,91.0,83.0,85.5,100.0,55.1,2.91,22.16,74.39,train
PI0011877,T001485,POI0050,November,afternoon,Z07,112.0,65.81,1100.1,65.28,71.0,79.0,84.9,100.0,82.4,0.37,44.8,74.93,train
PI0011878,T001485,POI0043,November,morning,Z07,51.8,29.96,543.8,64.77,67.0,60.0,90.0,100.0,62.9,0.95,20.72,64.64,train
PI0011879,T001485,POI0032,November,afternoon,Z07,18.3,11.27,232.3,53.34,64.0,70.0,82.8,100.0,74.7,0.93,7.32,71.1,train
PI0011880,T001485,POI0022,November,morning,Z07,53.2,28.1,2378.9,92.36,80.0,5.0,84.0,100.0,55.1,41.29,21.28,76.99,train
PI0011881,T001486,POI0053,January,morning,Z04,182.1,97.33,1926.2,63.11,78.0,88.0,87.45,100.0,54.4,2.31,72.84,70.8,validation
PI0011882,T001486,POI0015,January,afternoon,Z04,6.3,3.23,450.9,76.04,91.0,84.0,86.4,100.0,55.8,5.38,2.52,82.72,validation
PI0011883,T001486,POI0001,January,morning,Z04,12.3,7.82,215.8,80.58,79.0,70.0,89.85,100.0,60.4,1.19,4.92,99.24,validation
PI0011884,T001486,POI0050,January,morning,Z04,182.1,97.33,1776.2,69.57,71.0,89.0,84.9,100.0,82.4,0.24,72.84,53.22,validation
PI0011885,T001486,POI0043,January,afternoon,Z04,103.8,57.03,1114.3,68.79,67.0,61.0,90.0,100.0,62.9,0.59,41.52,61.85,validation
PI0011886,T001486,POI0004,January,afternoon,Z04,12.3,7.82,558.8,65.21,80.0,66.0,88.35,100.0,78.8,5.93,4.92,75.12,validation
PI0011887,T001486,POI0047,January,evening,Z04,103.8,57.03,1099.3,74.12,81.0,38.0,83.1,100.0,70.7,0.39,41.52,85.11,validation
PI0011888,T001486,POI0012,January,evening,Z04,11.5,6.52,106.9,83.68,66.0,68.0,83.1,100.0,66.6,0.0,4.6,88.32,validation
PI0011889,T001487,POI0009,August,morning,Z05,9.6,5.48,3975.3,64.74,64.0,67.0,77.85,100.0,61.1,100.0,3.84,59.91,train
PI0011890,T001487,POI0024,August,evening,Z05,20.9,12.05,207.7,77.07,77.0,67.3,78.45,100.0,63.4,0.0,8.36,80.74,train
PI0011891,T001487,POI0051,August,afternoon,Z05,139.6,74.19,3260.5,76.05,79.0,64.0,79.2,100.0,74.2,61.54,55.84,62.26,train
PI0011892,T001487,POI0034,August,afternoon,Z05,19.8,10.31,2049.0,87.37,15.0,15.0,84.6,100.0,59.7,62.66,7.92,44.08,train
PI0011893,T001487,POI0042,August,afternoon,Z05,35.5,18.74,612.5,56.6,52.0,71.0,88.5,100.0,66.8,10.02,14.2,60.64,train
PI0011894,T001487,POI0006,August,morning,Z05,6.4,3.57,62.3,84.03,57.0,73.79,81.3,100.0,64.0,0.0,2.56,76.05,train
PI0011895,T001487,POI0013,August,morning,Z05,15.9,8.61,241.8,61.5,54.0,70.0,88.05,100.0,69.4,2.5,6.36,72.81,train
PI0011896,T001487,POI0024,August,afternoon,Z05,20.9,12.05,207.7,77.07,77.0,38.61,78.45,100.0,63.4,0.0,8.36,72.91,train
PI0011897,T001488,POI0054,August,evening,Z03,145.6,86.76,1556.7,79.65,76.2,56.0,69.3,100.0,79.8,0.55,58.24,76.45,validation
PI0011898,T001488,POI0056,August,morning,Z03,74.5,44.74,3720.3,66.97,73.2,48.13,77.85,100.0,50.2,33.0,29.8,58.66,validation
PI0011899,T001488,POI0045,August,afternoon,Z03,102.7,54.77,1375.7,83.43,61.6,74.0,72.15,100.0,72.7,4.75,41.08,82.62,validation
PI0011900,T001488,POI0012,August,afternoon,Z03,5.3,3.18,58.0,79.01,47.2,73.0,73.8,100.0,66.6,0.0,2.12,85.35,validation
PI0011901,T001488,POI0001,August,afternoon,Z03,8.3,4.68,277.3,84.2,62.6,57.0,71.45,100.0,60.4,2.15,3.32,85.39,validation
PI0011902,T001488,POI0027,August,afternoon,Z03,15.9,8.18,327.9,77.85,57.8,65.0,69.35,100.0,61.5,2.15,6.36,80.75,validation
PI0011903,T001488,POI0023,August,evening,Z03,5.4,3.33,5273.6,71.24,53.4,29.57,77.05,100.0,73.0,60.22,2.16,44.53,validation
PI0011904,T001488,POI0024,August,afternoon,Z03,5.4,3.33,61.6,69.94,57.6,26.05,75.35,100.0,63.4,0.0,2.16,69.5,validation
PI0011905,T001489,POI0019,November,morning,Z10,92.0,51.21,860.9,77.44,69.0,42.0,73.9,100.0,65.5,0.0,36.8,60.69,test
PI0011906,T001489,POI0042,November,evening,Z10,58.1,32.18,844.8,73.33,52.0,46.0,71.0,100.0,66.8,1.14,23.24,69.2,test
PI0011907,T001489,POI0028,November,afternoon,Z10,63.6,39.05,739.5,83.25,96.0,72.0,71.5,100.0,63.8,0.0,25.44,76.17,test
PI0011908,T001489,POI0011,November,morning,Z10,73.8,41.29,878.7,73.83,62.0,72.0,70.15,100.0,59.9,0.67,29.52,71.92,test
PI0011909,T001489,POI0016,November,afternoon,Z10,77.1,44.02,830.7,71.05,87.0,66.0,72.25,100.0,69.1,0.0,30.84,72.35,test
PI0011910,T001489,POI0045,November,evening,Z10,16.5,9.89,370.0,78.71,69.0,45.0,72.15,100.0,72.7,0.76,6.6,76.8,test
PI0011911,T001489,POI0048,November,morning,Z10,16.5,9.89,171.0,75.07,80.0,50.0,71.9,100.0,46.3,0.0,6.6,74.06,test
PI0011912,T001489,POI0024,November,morning,Z10,92.0,51.21,860.9,70.54,68.0,82.0,75.35,100.0,63.4,0.0,36.8,69.64,test
PI0011913,T001490,POI0016,September,afternoon,Z07,47.7,26.98,526.9,71.3,60.0,37.34,88.75,100.0,69.1,0.0,19.08,72.74,train
PI0011914,T001490,POI0036,September,morning,Z07,18.3,11.27,190.3,82.99,79.0,58.0,88.25,100.0,45.7,0.0,7.32,67.57,train
PI0011915,T001490,POI0040,September,evening,Z07,10.9,0.6,5.5,90.46,69.0,84.0,80.0,100.0,45.0,0.0,4.36,95.53,train
PI0011916,T001490,POI0029,September,evening,Z07,36.9,20.67,560.8,61.16,62.0,56.0,95.0,100.0,58.1,2.44,14.76,68.52,train
PI0011917,T001490,POI0004,September,afternoon,Z07,33.0,21.24,824.8,70.63,68.0,66.0,95.25,100.0,78.8,5.62,13.2,80.79,train
PI0011918,T001490,POI0019,September,afternoon,Z07,53.2,28.1,506.9,82.24,81.0,75.0,80.5,100.0,65.5,0.0,21.28,84.95,train
PI0011919,T001490,POI0028,September,evening,Z07,36.9,20.67,374.8,83.09,87.0,66.0,92.5,100.0,63.8,0.0,14.76,76.35,train
PI0011920,T001490,POI0058,September,evening,Z07,55.4,29.95,543.7,59.88,87.0,54.0,92.75,100.0,68.6,0.26,22.16,88.09,train
PI0011921,T001491,POI0046,February,morning,Z05,81.3,42.34,788.6,84.2,59.0,82.0,93.25,100.0,59.8,0.74,32.52,70.69,train
PI0011922,T001491,POI0055,February,evening,Z05,61.1,39.15,850.8,70.04,91.0,55.0,85.0,100.0,55.1,1.04,24.44,75.02,train
PI0011923,T001491,POI0051,February,afternoon,Z05,139.6,74.19,3260.5,75.82,83.0,64.0,74.5,100.0,74.2,14.4,55.84,66.21,train
PI0011924,T001491,POI0016,February,morning,Z05,15.9,8.61,167.8,84.76,87.0,85.0,88.75,100.0,69.1,0.0,6.36,75.22,train
PI0011925,T001491,POI0051,February,afternoon,Z05,139.6,74.19,3260.5,75.82,83.0,64.0,74.5,100.0,74.2,14.4,55.84,77.67,train
PI0011926,T001491,POI0041,February,evening,Z05,35.5,18.74,336.5,80.89,68.0,86.0,100.0,100.0,60.8,0.17,14.2,92.68,train
PI0011927,T001491,POI0018,February,evening,Z05,15.9,8.61,599.8,66.89,91.0,95.0,71.0,100.0,86.2,3.41,6.36,80.62,train
PI0011928,T001491,POI0016,February,morning,Z05,15.9,8.61,167.8,84.76,87.0,85.0,88.75,100.0,69.1,0.0,6.36,75.72,train
PI0011929,T001492,POI0039,January,evening,Z01,37.7,21.59,5675.1,81.35,74.0,95.0,75.9,100.0,88.0,38.21,15.08,82.46,train
PI0011930,T001492,POI0008,January,afternoon,Z01,3.8,2.02,34.0,77.84,67.0,62.0,70.8,100.0,71.5,0.0,1.52,83.26,train
PI0011931,T001492,POI0047,January,afternoon,Z01,71.1,43.86,914.9,57.94,54.0,66.0,69.2,100.0,70.7,0.75,28.44,71.7,train
PI0011932,T001492,POI0020,January,evening,Z01,13.8,7.84,317.1,65.66,46.0,84.0,69.9,100.0,61.3,1.21,5.52,69.19,train
PI0011933,T001492,POI0033,January,evening,Z01,19.4,10.8,2020.3,63.32,66.0,44.0,72.5,100.0,54.6,13.32,7.76,66.19,train
PI0011934,T001492,POI0037,January,evening,Z01,37.7,21.59,394.1,81.6,57.0,75.0,73.35,100.0,63.0,0.0,15.08,78.95,train
PI0011935,T001492,POI0053,January,morning,Z01,151.8,84.05,2034.5,52.64,73.0,88.0,72.35,100.0,54.4,3.78,60.72,73.41,train
PI0011936,T001492,POI0006,January,afternoon,Z01,12.0,0.34,6.0,76.12,96.0,69.0,74.4,100.0,64.0,0.0,4.8,88.3,train
PI0011937,T001493,POI0049,March,morning,Z01,151.8,84.05,1532.5,73.71,48.6,80.0,88.2,100.0,79.2,0.16,60.72,76.4,train
PI0011938,T001493,POI0014,March,afternoon,Z01,8.5,5.16,8454.6,70.71,65.2,64.0,81.45,100.0,88.2,63.73,3.4,69.06,train
PI0011939,T001493,POI0058,March,morning,Z01,69.7,44.97,934.6,77.05,84.6,64.0,89.85,100.0,68.6,0.38,27.88,91.46,train
PI0011940,T001493,POI0059,March,evening,Z01,69.7,44.97,947.6,75.62,66.0,59.0,90.0,100.0,79.4,0.48,27.88,78.51,train
PI0011941,T001493,POI0046,March,evening,Z01,71.1,43.86,1063.9,79.43,40.6,60.0,89.55,100.0,59.8,1.93,28.44,66.38,train
PI0011942,T001493,POI0031,March,morning,Z01,19.4,10.8,233.3,73.89,45.0,70.0,88.5,100.0,58.3,0.41,7.76,73.85,train
PI0011943,T001493,POI0004,March,evening,Z01,12.0,0.34,1323.0,80.22,51.0,84.0,88.35,100.0,78.8,10.05,4.8,76.56,train
PI0011944,T001493,POI0044,March,morning,Z01,71.1,43.86,2286.9,76.44,61.4,72.0,87.9,100.0,54.5,11.26,28.44,69.31,train
PI0011945,T001494,POI0048,April,afternoon,Z05,81.3,42.34,694.6,55.79,71.0,79.0,88.8,100.0,46.3,0.0,32.52,65.87,train
PI0011946,T001494,POI0017,April,morning,Z05,15.9,8.61,183.8,71.78,60.0,64.0,86.4,100.0,60.8,0.19,6.36,81.52,train
PI0011947,T001494,POI0009,April,afternoon,Z05,9.6,5.48,3975.3,75.29,89.0,84.0,77.85,100.0,61.1,45.24,3.84,85.27,train
PI0011948,T001494,POI0035,April,afternoon,Z05,19.8,10.31,192.0,61.84,45.0,70.0,87.3,100.0,50.8,0.0,7.92,59.98,train
PI0011949,T001494,POI0008,April,afternoon,Z05,9.6,5.48,105.3,50.42,68.0,62.0,87.9,100.0,71.5,0.0,3.84,77.2,train
PI0011950,T001494,POI0054,April,morning,Z05,139.6,74.19,1460.5,68.91,77.0,70.0,83.4,100.0,79.8,0.28,55.84,61.52,train
PI0011951,T001494,POI0044,April,evening,Z05,81.3,42.34,1171.6,69.76,48.0,44.0,87.9,100.0,54.5,5.58,32.52,60.76,train
PI0011952,T001494,POI0046,April,evening,Z05,81.3,42.34,788.6,69.44,64.0,60.0,89.55,100.0,59.8,1.1,32.52,67.8,train
PI0011953,T001495,POI0026,February,afternoon,Z07,36.9,20.67,811.8,44.3,40.2,72.0,83.7,100.0,51.4,3.43,14.76,59.69,test
PI0011954,T001495,POI0045,February,morning,Z07,51.8,29.96,805.8,57.12,61.6,68.0,88.05,100.0,72.7,2.39,20.72,63.73,test
PI0011955,T001495,POI0060,February,evening,Z07,55.4,29.95,523.7,82.69,69.4,80.0,80.25,100.0,85.3,0.0,22.16,79.57,test
PI0011956,T001495,POI0028,February,afternoon,Z07,36.9,20.67,374.8,72.39,61.6,72.0,90.0,100.0,63.8,0.0,14.76,66.18,test
PI0011957,T001495,POI0055,February,morning,Z07,55.4,29.95,716.7,57.17,68.0,83.0,85.5,100.0,55.1,1.51,22.16,73.8,test
PI0011958,T001495,POI0025,February,morning,Z07,36.9,20.67,531.8,84.3,28.2,82.0,84.0,100.0,75.9,1.23,14.76,63.95,test
PI0011959,T001495,POI0021,February,morning,Z07,53.2,28.1,1000.9,80.37,54.2,88.0,78.0,100.0,79.2,3.87,21.28,75.46,test
PI0011960,T001495,POI0044,February,afternoon,Z07,51.8,29.96,1310.8,66.89,61.4,56.0,87.9,100.0,54.5,6.35,20.72,71.05,test
PI0011961,T001496,POI0048,December,morning,Z07,51.8,29.96,500.8,82.22,58.0,50.0,88.8,100.0,46.3,0.0,20.72,75.43,test
PI0011962,T001496,POI0002,December,evening,Z07,33.0,21.24,409.8,72.59,62.0,58.0,89.1,100.0,67.0,1.67,13.2,80.56,test
PI0011963,T001496,POI0010,December,evening,Z07,43.4,22.22,1430.6,82.55,53.0,71.0,88.5,100.0,86.1,100.0,17.36,55.55,test
PI0011964,T001496,POI0023,December,afternoon,Z07,53.2,28.1,3140.9,69.06,47.0,63.0,73.35,100.0,73.0,100.0,21.28,54.85,test
PI0011965,T001496,POI0015,December,morning,Z07,47.7,26.98,915.9,76.56,68.0,84.0,86.4,100.0,55.8,46.52,19.08,66.46,test
PI0011966,T001496,POI0042,December,morning,Z07,10.9,0.6,302.5,70.04,52.0,82.0,88.5,100.0,66.8,35.52,4.36,67.23,test
PI0011967,T001496,POI0046,December,afternoon,Z07,51.8,29.96,594.8,80.53,73.0,59.0,89.55,100.0,59.8,11.24,20.72,84.88,test
PI0011968,T001496,POI0030,December,evening,Z07,36.9,20.67,781.8,56.17,65.0,48.0,80.7,100.0,75.2,48.67,14.76,61.28,test
