interaction_id,traveller_id,poi_id,month,time_period,hotel_zone,travel_time_minutes,travel_distance_km,estimated_cost,preference_match,party_match,context_match,pace_match,accessibility_match,quality_component,cost_penalty,travel_burden,synthetic_suitability_score,split,traveller_type,adults,children,seniors,total_party_size,pace,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,category,typical_duration_minutes,accessibility_score,quality_score,food_affinity,culture_affinity,nature_affinity,beach_affinity,wellness_affinity,adventure_affinity,nightlife_affinity,shopping_affinity,history_affinity,photography_affinity,wildlife_affinity,spirituality_affinity
PI0013993,T001750,POI0024,July,evening,Z10,92.0,51.21,860.9,64.86,57.6,74.81,78.45,100.0,63.4,0.0,36.8,70.31,train,family,2,2,0,4,balanced,low,budget,no_restriction,no_preference,balanced,81,82,83,54,46,54,78,56,64,44,53,44,beach,167,84,63.4,0,21,15,99,17,40,6,27,23,78,22,34
PI0013994,T001750,POI0053,July,afternoon,Z10,70.7,39.95,1022.3,68.16,95.0,79.0,87.45,100.0,54.4,8.71,28.28,71.97,train,family,2,2,0,4,balanced,low,budget,no_restriction,no_preference,balanced,81,82,83,54,46,54,78,56,64,44,53,44,museum,107,55,54.4,9,88,31,20,4,3,2,0,85,33,19,0
PI0013995,T001750,POI0009,July,afternoon,Z10,73.8,41.29,8721.7,63.68,98.2,84.0,77.85,100.0,61.1,100.0,29.52,44.57,train,family,2,2,0,4,balanced,low,budget,no_restriction,no_preference,balanced,81,82,83,54,46,54,78,56,64,44,53,44,wellness,171,52,61.1,2,12,87,34,79,12,0,18,7,13,9,18
PI0013996,T001750,POI0014,July,morning,Z10,77.1,44.02,7529.7,79.59,65.2,60.0,81.45,100.0,88.2,100.0,30.84,57.66,train,family,2,2,0,4,balanced,low,budget,no_restriction,no_preference,balanced,81,82,83,54,46,54,78,56,64,44,53,44,wellness,147,82,88.2,20,35,91,30,89,47,17,0,39,14,21,35
PI0013997,T001750,POI0016,July,evening,Z10,77.1,44.02,830.7,69.17,79.0,68.44,87.75,100.0,69.1,0.0,30.84,84.64,train,family,2,2,0,4,balanced,low,budget,no_restriction,no_preference,balanced,81,82,83,54,46,54,78,56,64,44,53,44,beach,105,90,69.1,15,29,40,73,24,7,25,18,0,92,12,13
PI0013998,T001750,POI0022,July,afternoon,Z10,92.0,51.21,5152.9,76.45,25.8,15.0,84.0,100.0,55.1,100.0,36.8,31.32,train,family,2,2,0,4,balanced,low,budget,no_restriction,no_preference,balanced,81,82,83,54,46,54,78,56,64,44,53,44,nightlife,130,46,55.1,71,4,14,13,29,22,70,89,13,35,12,12
PI0013999,T001750,POI0012,July,morning,Z10,73.8,41.29,703.7,78.86,47.2,63.0,83.1,100.0,66.6,0.0,29.52,76.32,train,family,2,2,0,4,balanced,low,budget,no_restriction,no_preference,balanced,81,82,83,54,46,54,78,56,64,44,53,44,shopping,136,70,66.6,88,40,25,29,16,20,11,92,5,29,17,34
PI0014000,T001750,POI0021,July,afternoon,Z10,92.0,51.21,1552.9,76.07,54.2,73.0,78.0,100.0,79.2,18.44,36.8,67.45,train,family,2,2,0,4,balanced,low,budget,no_restriction,no_preference,balanced,81,82,83,54,46,54,78,56,64,44,53,44,nature,170,99,79.2,18,12,89,22,2,19,23,9,22,73,36,34
PI0014001,T001751,POI0045,November,evening,Z10,16.5,9.89,370.0,76.26,78.0,45.0,89.25,100.0,72.7,2.26,6.6,70.29,train,friends,4,0,0,4,easy_going,medium,premium,no_restriction,no_preference,lowest_cost,66,77,76,56,85,45,61,59,63,54,74,65,museum,103,71,72.7,26,89,38,35,7,40,13,32,85,15,0,17
PI0014002,T001751,POI0033,November,evening,Z10,64.3,33.2,1123.7,75.72,91.0,44.0,87.5,100.0,54.6,6.15,25.72,75.49,train,friends,4,0,0,4,easy_going,medium,premium,no_restriction,no_preference,lowest_cost,66,77,76,56,85,45,61,59,63,54,74,65,wildlife,110,31,54.6,39,12,100,17,4,20,7,10,24,26,80,31
PI0014003,T001751,POI0040,November,afternoon,Z10,58.1,32.18,547.8,80.56,69.0,73.0,80.0,100.0,45.0,0.0,23.24,81.18,train,friends,4,0,0,4,easy_going,medium,premium,no_restriction,no_preference,lowest_cost,66,77,76,56,85,45,61,59,63,54,74,65,shopping,140,76,45.0,84,38,25,31,34,33,27,89,26,6,28,3
PI0014004,T001751,POI0029,November,evening,Z10,63.6,39.05,925.5,72.78,62.0,56.0,95.0,100.0,58.1,2.12,25.44,67.25,train,friends,4,0,0,4,easy_going,medium,premium,no_restriction,no_preference,lowest_cost,66,77,76,56,85,45,61,59,63,54,74,65,nature,80,59,58.1,7,18,79,4,26,24,0,18,31,93,32,20
PI0014005,T001751,POI0047,November,evening,Z10,16.5,9.89,199.0,70.71,90.0,38.0,100.0,100.0,70.7,0.32,6.6,73.33,train,friends,4,0,0,4,easy_going,medium,premium,no_restriction,no_preference,lowest_cost,66,77,76,56,85,45,61,59,63,54,74,65,religious_site,44,66,70.7,15,67,23,30,1,12,6,8,85,0,27,91
PI0014006,T001751,POI0033,November,afternoon,Z10,64.3,33.2,1123.7,75.72,91.0,62.0,87.5,100.0,54.6,6.15,25.72,64.73,train,friends,4,0,0,4,easy_going,medium,premium,no_restriction,no_preference,lowest_cost,66,77,76,56,85,45,61,59,63,54,74,65,wildlife,110,31,54.6,39,12,100,17,4,20,7,10,24,26,80,31
PI0014007,T001751,POI0020,November,morning,Z10,92.0,51.21,903.9,75.62,69.0,79.0,100.0,100.0,61.3,0.49,36.8,81.78,train,friends,4,0,0,4,easy_going,medium,premium,no_restriction,no_preference,lowest_cost,66,77,76,56,85,45,61,59,63,54,74,65,viewpoint,58,70,61.3,0,10,71,10,22,17,16,18,22,76,28,27
PI0014008,T001751,POI0026,November,evening,Z10,63.6,39.05,1004.5,71.42,49.0,42.0,100.0,100.0,51.4,3.01,25.44,72.6,train,friends,4,0,0,4,easy_going,medium,premium,no_restriction,no_preference,lowest_cost,66,77,76,56,85,45,61,59,63,54,74,65,museum,48,49,51.4,9,89,17,27,19,28,7,19,83,5,1,28
PI0014009,T001752,POI0024,June,afternoon,Z08,94.2,59.11,1125.5,73.52,68.0,26.93,78.45,100.0,63.4,0.0,37.68,78.29,train,couple,2,0,0,2,balanced,low,standard,no_restriction,no_preference,balanced,53,80,47,51,61,40,18,47,89,65,69,70,beach,167,84,63.4,0,21,15,99,17,40,6,27,23,78,22,34
PI0014010,T001752,POI0010,June,afternoon,Z08,95.8,52.69,2026.2,80.78,89.0,60.0,88.5,100.0,86.1,35.07,38.32,72.47,train,couple,2,0,0,2,balanced,low,standard,no_restriction,no_preference,balanced,53,80,47,51,61,40,18,47,89,65,69,70,food,100,78,86.1,81,83,3,17,16,22,13,25,32,21,24,20
PI0014011,T001752,POI0027,June,afternoon,Z08,71.6,42.09,809.4,78.12,88.0,65.0,83.55,100.0,61.5,2.82,28.64,64.81,train,couple,2,0,0,2,balanced,low,standard,no_restriction,no_preference,balanced,53,80,47,51,61,40,18,47,89,65,69,70,photography,47,85,61.5,17,23,86,29,29,0,0,32,94,76,0,21
PI0014012,T001752,POI0056,June,evening,Z08,14.2,9.2,1427.1,63.28,72.0,45.29,70.95,100.0,50.2,40.94,5.68,55.95,train,couple,2,0,0,2,balanced,low,standard,no_restriction,no_preference,balanced,53,80,47,51,61,40,18,47,89,65,69,70,adventure,217,34,50.2,1,11,80,15,3,79,11,29,29,18,15,21
PI0014013,T001752,POI0055,June,morning,Z08,14.2,9.2,311.1,87.35,91.0,83.0,85.5,100.0,55.1,4.33,5.68,90.08,train,couple,2,0,0,2,balanced,low,standard,no_restriction,no_preference,balanced,53,80,47,51,61,40,18,47,89,65,69,70,museum,120,37,55.1,17,83,14,32,34,17,0,27,89,23,31,6
PI0014014,T001752,POI0026,June,morning,Z08,71.6,42.09,988.4,80.74,84.0,69.0,83.7,100.0,51.4,8.69,28.64,78.49,train,couple,2,0,0,2,balanced,low,standard,no_restriction,no_preference,balanced,53,80,47,51,61,40,18,47,89,65,69,70,museum,48,49,51.4,9,89,17,27,19,28,7,19,83,5,1,28
PI0014015,T001752,POI0049,June,afternoon,Z08,71.3,37.85,675.4,83.35,74.0,81.0,88.2,100.0,79.2,0.3,28.52,77.34,train,couple,2,0,0,2,balanced,low,standard,no_restriction,no_preference,balanced,53,80,47,51,61,40,18,47,89,65,69,70,religious_site,78,80,79.2,4,87,42,25,15,13,15,16,81,30,0,91
PI0014016,T001752,POI0025,June,afternoon,Z08,71.6,42.09,826.4,71.9,88.0,39.07,84.0,100.0,75.9,3.38,28.64,63.93,train,couple,2,0,0,2,balanced,low,standard,no_restriction,no_preference,balanced,53,80,47,51,61,40,18,47,89,65,69,70,waterfall,130,16,75.9,24,17,91,27,35,80,14,14,29,96,14,14
PI0014017,T001753,POI0034,March,evening,Z08,61.1,33.99,2483.7,92.86,15.0,95.0,84.6,100.0,59.7,45.81,24.44,69.26,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,non_vegetarian,public_transport,83,52,72,66,41,53,86,74,5,51,61,33,nightlife,126,78,59.7,85,25,33,39,23,27,75,84,31,30,22,30
PI0014018,T001753,POI0057,March,morning,Z08,14.2,9.2,261.1,75.48,93.0,82.0,86.85,100.0,60.6,2.02,5.68,87.11,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,non_vegetarian,public_transport,83,52,72,66,41,53,86,74,5,51,61,33,waterfall,111,55,60.6,32,0,87,34,18,89,11,18,0,66,31,8
PI0014019,T001753,POI0001,March,morning,Z08,79.2,48.0,941.8,59.55,77.0,70.0,89.85,100.0,60.4,2.12,31.68,61.26,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,non_vegetarian,public_transport,83,52,72,66,41,53,86,74,5,51,61,33,cultural_site,89,77,60.4,21,82,19,9,30,29,20,33,88,9,24,77
PI0014020,T001753,POI0055,March,evening,Z08,14.2,9.2,311.1,56.81,68.0,55.0,85.5,100.0,55.1,3.26,5.68,49.16,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,non_vegetarian,public_transport,83,52,72,66,41,53,86,74,5,51,61,33,museum,120,37,55.1,17,83,14,32,34,17,0,27,89,23,31,6
PI0014021,T001753,POI0052,March,afternoon,Z08,71.3,37.85,666.4,65.21,68.0,41.0,82.65,100.0,88.6,0.0,28.52,65.46,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,non_vegetarian,public_transport,83,52,72,66,41,53,86,74,5,51,61,33,beach,139,100,88.6,18,14,0,75,33,12,24,3,37,83,23,47
PI0014022,T001753,POI0040,March,morning,Z08,55.8,29.79,536.3,86.19,71.0,45.0,82.5,100.0,45.0,0.0,22.32,66.27,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,non_vegetarian,public_transport,83,52,72,66,41,53,86,74,5,51,61,33,shopping,140,76,45.0,84,38,25,31,34,33,27,89,26,6,28,3
PI0014023,T001753,POI0039,March,evening,Z08,55.8,29.79,1837.3,82.23,65.0,95.0,76.8,100.0,88.0,32.09,22.32,74.58,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,non_vegetarian,public_transport,83,52,72,66,41,53,86,74,5,51,61,33,nightlife,178,84,88.0,83,6,17,0,9,22,95,100,12,37,22,18
PI0014024,T001753,POI0025,March,evening,Z08,71.6,42.09,826.4,72.22,66.0,43.0,84.0,100.0,75.9,2.54,28.64,79.19,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,non_vegetarian,public_transport,83,52,72,66,41,53,86,74,5,51,61,33,waterfall,130,16,75.9,24,17,91,27,35,80,14,14,29,96,14,14
PI0014025,T001754,POI0050,October,morning,Z07,112.0,65.81,1100.1,79.7,87.0,89.0,84.0,100.0,82.4,0.32,44.8,80.31,validation,solo,1,0,0,1,easy_going,medium,premium,no_restriction,no_preference,private_transport,39,60,79,75,64,81,54,29,79,84,35,0,waterfall,124,26,82.4,34,0,82,18,0,85,34,6,24,77,11,37
PI0014026,T001754,POI0015,October,afternoon,Z07,47.7,26.98,915.9,80.05,68.0,84.0,86.5,100.0,55.8,7.23,19.08,75.98,validation,solo,1,0,0,1,easy_going,medium,premium,no_restriction,no_preference,private_transport,39,60,79,75,64,81,54,29,79,84,35,0,museum,114,54,55.8,26,79,17,22,29,15,26,16,84,29,0,4
PI0014027,T001754,POI0009,October,evening,Z07,43.4,22.22,4231.6,68.66,64.0,57.0,72.25,100.0,61.1,71.91,17.36,51.88,validation,solo,1,0,0,1,easy_going,medium,premium,no_restriction,no_preference,private_transport,39,60,79,75,64,81,54,29,79,84,35,0,wellness,171,52,61.1,2,12,87,34,79,12,0,18,7,13,9,18
PI0014028,T001754,POI0055,October,afternoon,Z07,55.4,29.95,655.7,77.61,68.0,84.0,85.0,100.0,55.1,2.45,22.16,79.25,validation,solo,1,0,0,1,easy_going,medium,premium,no_restriction,no_preference,private_transport,39,60,79,75,64,81,54,29,79,84,35,0,museum,120,37,55.1,17,83,14,32,34,17,0,27,89,23,31,6
PI0014029,T001754,POI0012,October,afternoon,Z07,43.4,22.22,361.6,60.27,79.0,73.0,81.0,100.0,66.6,0.0,17.36,75.14,validation,solo,1,0,0,1,easy_going,medium,premium,no_restriction,no_preference,private_transport,39,60,79,75,64,81,54,29,79,84,35,0,shopping,136,70,66.6,88,40,25,29,16,20,11,92,5,29,17,34
PI0014030,T001754,POI0033,October,morning,Z07,18.3,11.27,731.3,66.9,61.0,81.0,87.5,100.0,54.6,10.05,7.32,75.92,validation,solo,1,0,0,1,easy_going,medium,premium,no_restriction,no_preference,private_transport,39,60,79,75,64,81,54,29,79,84,35,0,wildlife,110,31,54.6,39,12,100,17,4,20,7,10,24,26,80,31
PI0014031,T001754,POI0041,October,morning,Z07,10.9,0.6,26.5,77.03,39.0,88.0,100.0,100.0,60.8,0.39,4.36,78.92,validation,solo,1,0,0,1,easy_going,medium,premium,no_restriction,no_preference,private_transport,39,60,79,75,64,81,54,29,79,84,35,0,viewpoint,52,82,60.8,11,17,83,16,41,18,17,0,9,82,11,36
PI0014032,T001754,POI0017,October,afternoon,Z07,47.7,26.98,542.9,65.46,72.0,61.0,98.5,100.0,60.8,0.3,19.08,82.48,validation,solo,1,0,0,1,easy_going,medium,premium,no_restriction,no_preference,private_transport,39,60,79,75,64,81,54,29,79,84,35,0,religious_site,66,89,60.8,43,100,20,21,32,9,23,19,87,9,0,68
PI0014033,T001755,POI0018,June,afternoon,Z03,10.9,0.43,913.5,79.14,35.0,15.0,77.1,100.0,86.2,7.05,4.36,70.44,train,seniors,2,0,2,4,balanced,medium,standard,no_restriction,no_preference,lowest_cost,93,82,83,72,79,56,50,51,62,54,36,70,nightlife,176,57,86.2,86,37,21,26,19,17,78,88,9,27,33,24
PI0014034,T001755,POI0002,June,evening,Z03,8.3,4.68,119.3,76.05,60.0,58.0,89.1,100.0,67.0,0.22,3.32,69.32,train,seniors,2,0,2,4,balanced,medium,standard,no_restriction,no_preference,lowest_cost,93,82,83,72,79,56,50,51,62,54,36,70,religious_site,84,96,67.0,10,89,33,18,9,10,27,28,89,12,22,85
PI0014035,T001755,POI0024,June,evening,Z03,5.4,3.33,61.6,70.56,40.0,71.22,78.45,100.0,63.4,0.0,2.16,81.42,train,seniors,2,0,2,4,balanced,medium,standard,no_restriction,no_preference,lowest_cost,93,82,83,72,79,56,50,51,62,54,36,70,beach,167,84,63.4,0,21,15,99,17,40,6,27,23,78,22,34
PI0014036,T001755,POI0012,June,afternoon,Z03,5.3,3.18,58.0,80.27,87.0,73.0,83.1,100.0,66.6,0.0,2.12,78.55,train,seniors,2,0,2,4,balanced,medium,standard,no_restriction,no_preference,lowest_cost,93,82,83,72,79,56,50,51,62,54,36,70,shopping,136,70,66.6,88,40,25,29,16,20,11,92,5,29,17,34
PI0014037,T001755,POI0022,June,afternoon,Z03,5.4,3.33,3845.6,71.92,68.0,15.0,84.0,100.0,55.1,29.37,2.16,62.38,train,seniors,2,0,2,4,balanced,medium,standard,no_restriction,no_preference,lowest_cost,93,82,83,72,79,56,50,51,62,54,36,70,nightlife,130,46,55.1,71,4,14,13,29,22,70,89,13,35,12,12
PI0014038,T001755,POI0008,June,morning,Z03,5.3,3.18,58.0,71.94,67.0,53.0,87.9,100.0,71.5,0.0,2.12,75.07,train,seniors,2,0,2,4,balanced,medium,standard,no_restriction,no_preference,lowest_cost,93,82,83,72,79,56,50,51,62,54,36,70,market,76,100,71.5,90,68,19,9,5,9,15,92,4,20,14,16
PI0014039,T001755,POI0017,June,morning,Z03,10.9,0.43,41.5,81.02,60.0,64.0,86.4,100.0,60.8,0.28,4.36,81.08,train,seniors,2,0,2,4,balanced,medium,standard,no_restriction,no_preference,lowest_cost,93,82,83,72,79,56,50,51,62,54,36,70,religious_site,66,89,60.8,43,100,20,21,32,9,23,19,87,9,0,68
PI0014040,T001755,POI0005,June,afternoon,Z03,8.3,4.68,5925.3,74.0,14.0,45.22,87.15,100.0,68.9,45.28,3.32,55.06,train,seniors,2,0,2,4,balanced,medium,standard,no_restriction,no_preference,lowest_cost,93,82,83,72,79,56,50,51,62,54,36,70,adventure,109,87,68.9,22,20,97,17,7,86,22,36,30,24,37,5
PI0014041,T001756,POI0005,October,morning,Z08,79.2,48.0,6689.8,69.25,14.0,70.0,87.15,100.0,68.9,52.27,31.68,48.83,train,seniors,0,0,2,2,balanced,high,standard,no_restriction,no_preference,balanced,85,81,70,41,58,22,20,51,66,61,61,61,adventure,109,87,68.9,22,20,97,17,7,86,22,36,30,24,37,5
PI0014042,T001756,POI0036,October,morning,Z08,61.1,33.99,626.7,83.68,58.0,58.0,87.45,100.0,45.7,0.0,24.44,67.66,train,seniors,0,0,2,2,balanced,high,standard,no_restriction,no_preference,balanced,85,81,70,41,58,22,20,51,66,61,61,61,shopping,107,82,45.7,90,24,27,3,23,16,14,91,37,41,35,18
PI0014043,T001756,POI0028,October,morning,Z08,71.6,42.09,723.4,86.07,64.0,56.0,90.0,100.0,63.8,0.0,28.64,68.13,train,seniors,0,0,2,2,balanced,high,standard,no_restriction,no_preference,balanced,85,81,70,41,58,22,20,51,66,61,61,61,shopping,90,70,63.8,90,28,27,24,0,21,13,74,40,40,36,23
PI0014044,T001756,POI0016,October,afternoon,Z08,92.1,54.2,1018.0,69.71,59.0,66.0,87.75,100.0,69.1,0.0,36.84,78.94,train,seniors,0,0,2,2,balanced,high,standard,no_restriction,no_preference,balanced,85,81,70,41,58,22,20,51,66,61,61,61,beach,105,90,69.1,15,29,40,73,24,7,25,18,0,92,12,13
PI0014045,T001756,POI0031,October,afternoon,Z08,61.1,33.99,684.7,77.41,56.0,63.0,88.5,100.0,58.3,0.52,24.44,72.66,train,seniors,0,0,2,2,balanced,high,standard,no_restriction,no_preference,balanced,85,81,70,41,58,22,20,51,66,61,61,61,fort,100,83,58.3,11,92,15,14,30,20,23,20,87,88,0,27
PI0014046,T001756,POI0041,October,evening,Z08,55.8,29.79,581.3,73.25,30.0,86.0,84.3,100.0,60.8,0.4,22.32,65.09,train,seniors,0,0,2,2,balanced,high,standard,no_restriction,no_preference,balanced,85,81,70,41,58,22,20,51,66,61,61,61,viewpoint,52,82,60.8,11,17,83,16,41,18,17,0,9,82,11,36
PI0014047,T001756,POI0015,October,morning,Z08,92.1,54.2,1809.0,78.78,84.0,84.0,86.4,100.0,55.8,7.09,36.84,72.26,train,seniors,0,0,2,2,balanced,high,standard,no_restriction,no_preference,balanced,85,81,70,41,58,22,20,51,66,61,61,61,museum,114,54,55.8,26,79,17,22,29,15,26,16,84,29,0,4
PI0014048,T001756,POI0022,October,afternoon,Z08,94.2,59.11,4909.5,67.81,68.0,15.0,84.0,100.0,55.1,33.9,37.68,52.08,train,seniors,0,0,2,2,balanced,high,standard,no_restriction,no_preference,balanced,85,81,70,41,58,22,20,51,66,61,61,61,nightlife,130,46,55.1,71,4,14,13,29,22,70,89,13,35,12,12
PI0014049,T001757,POI0009,October,evening,Z09,139.4,87.12,9451.2,70.94,98.2,57.0,72.25,100.0,61.1,32.41,55.76,75.15,train,family,2,2,0,4,easy_going,high,premium,no_restriction,no_preference,balanced,77,85,86,56,58,30,27,61,57,52,62,58,wellness,171,52,61.1,2,12,87,34,79,12,0,18,7,13,9,18
PI0014050,T001757,POI0024,October,morning,Z09,164.4,89.55,1509.3,68.31,57.6,82.0,73.25,100.0,63.4,0.0,65.76,52.5,train,family,2,2,0,4,easy_going,high,premium,no_restriction,no_preference,balanced,77,85,86,56,58,30,27,61,57,52,62,58,beach,167,84,63.4,0,21,15,99,17,40,6,27,23,78,22,34
PI0014051,T001757,POI0046,October,afternoon,Z09,60.3,37.71,932.6,79.75,40.6,59.0,93.25,100.0,59.8,0.81,24.12,76.28,train,family,2,2,0,4,easy_going,high,premium,no_restriction,no_preference,balanced,77,85,86,56,58,30,27,61,57,52,62,58,fort,87,100,59.8,18,78,27,27,27,38,37,15,87,80,20,12
PI0014052,T001757,POI0012,October,morning,Z09,139.4,87.12,1433.2,82.1,47.2,63.0,81.0,100.0,66.6,0.0,55.76,67.36,train,family,2,2,0,4,easy_going,high,premium,no_restriction,no_preference,balanced,77,85,86,56,58,30,27,61,57,52,62,58,shopping,136,70,66.6,88,40,25,29,16,20,11,92,5,29,17,34
PI0014053,T001757,POI0041,October,evening,Z09,141.9,74.97,1475.6,74.06,76.0,86.0,100.0,100.0,60.8,0.19,56.76,83.63,train,family,2,2,0,4,easy_going,high,premium,no_restriction,no_preference,balanced,77,85,86,56,58,30,27,61,57,52,62,58,viewpoint,52,82,60.8,11,17,83,16,41,18,17,0,9,82,11,36
PI0014054,T001757,POI0040,October,afternoon,Z09,141.9,74.97,1428.6,82.51,48.8,73.0,80.0,100.0,45.0,0.0,56.76,73.19,train,family,2,2,0,4,easy_going,high,premium,no_restriction,no_preference,balanced,77,85,86,56,58,30,27,61,57,52,62,58,shopping,140,76,45.0,84,38,25,31,34,33,27,89,26,6,28,3
PI0014055,T001757,POI0029,October,morning,Z09,128.7,79.6,1795.6,74.85,83.2,80.0,95.0,100.0,58.1,1.6,51.48,72.92,train,family,2,2,0,4,easy_going,high,premium,no_restriction,no_preference,balanced,77,85,86,56,58,30,27,61,57,52,62,58,nature,80,59,58.1,7,18,79,4,26,24,0,18,31,93,32,20
PI0014056,T001757,POI0020,October,morning,Z09,164.4,89.55,1598.3,75.59,50.8,79.0,100.0,100.0,61.3,0.36,65.76,61.13,train,family,2,2,0,4,easy_going,high,premium,no_restriction,no_preference,balanced,77,85,86,56,58,30,27,61,57,52,62,58,viewpoint,58,70,61.3,0,10,71,10,22,17,16,18,22,76,28,27
PI0014057,T001758,POI0027,December,afternoon,Z09,128.7,79.6,1485.6,88.17,88.0,65.0,83.55,100.0,61.5,1.2,51.48,89.89,validation,couple,2,0,0,2,balanced,medium,premium,no_restriction,no_preference,private_transport,33,71,52,41,47,31,12,59,81,78,23,43,photography,47,85,61.5,17,23,86,29,29,0,0,32,94,76,0,21
PI0014058,T001758,POI0060,December,afternoon,Z09,69.0,39.06,745.0,71.04,62.0,50.0,80.25,100.0,85.3,0.0,27.6,71.04,validation,couple,2,0,0,2,balanced,medium,premium,no_restriction,no_preference,private_transport,33,71,52,41,47,31,12,59,81,78,23,43,beach,155,92,85.3,48,6,18,99,34,11,22,20,23,79,18,0
PI0014059,T001758,POI0050,December,evening,Z09,10.9,0.35,22.5,68.46,71.0,41.0,84.9,100.0,82.4,0.24,4.36,63.37,validation,couple,2,0,0,2,balanced,medium,premium,no_restriction,no_preference,private_transport,33,71,52,41,47,31,12,59,81,78,23,43,waterfall,124,26,82.4,34,0,82,18,0,85,34,6,24,77,11,37
PI0014060,T001758,POI0025,December,afternoon,Z09,128.7,79.6,1502.6,78.35,88.0,58.0,84.0,100.0,75.9,1.44,51.48,76.2,validation,couple,2,0,0,2,balanced,medium,premium,no_restriction,no_preference,private_transport,33,71,52,41,47,31,12,59,81,78,23,43,waterfall,130,16,75.9,24,17,91,27,35,80,14,14,29,96,14,14
PI0014061,T001758,POI0017,December,evening,Z09,147.6,81.7,1559.0,82.21,82.0,37.0,86.4,100.0,60.8,0.22,59.04,67.89,validation,couple,2,0,0,2,balanced,medium,premium,no_restriction,no_preference,private_transport,33,71,52,41,47,31,12,59,81,78,23,43,religious_site,66,89,60.8,43,100,20,21,32,9,23,19,87,9,0,68
PI0014062,T001758,POI0032,December,morning,Z09,119.4,74.3,1295.6,82.82,64.0,76.0,82.8,100.0,74.7,0.59,47.76,69.87,validation,couple,2,0,0,2,balanced,medium,premium,no_restriction,no_preference,private_transport,33,71,52,41,47,31,12,59,81,78,23,43,cultural_site,42,42,74.7,19,83,18,19,22,31,6,5,76,23,34,81
PI0014063,T001758,POI0013,December,morning,Z09,147.6,81.7,1617.0,87.6,73.0,70.0,88.05,100.0,69.4,1.03,59.04,77.15,validation,couple,2,0,0,2,balanced,medium,premium,no_restriction,no_preference,private_transport,33,71,52,41,47,31,12,59,81,78,23,43,fort,103,56,69.4,24,97,0,12,27,1,37,24,91,80,29,32
PI0014064,T001758,POI0060,December,morning,Z09,69.0,39.06,745.0,71.04,62.0,75.0,80.25,100.0,85.3,0.0,27.6,76.61,validation,couple,2,0,0,2,balanced,medium,premium,no_restriction,no_preference,private_transport,33,71,52,41,47,31,12,59,81,78,23,43,beach,155,92,85.3,48,6,18,99,34,11,22,20,23,79,18,0
PI0014065,T001759,POI0052,January,morning,Z01,151.8,84.05,1511.5,76.2,66.0,87.0,73.95,100.0,88.6,0.0,60.72,77.29,train,friends,3,0,0,3,packed,high,premium,no_restriction,non_vegetarian,private_transport,84,80,67,75,50,28,70,77,75,70,3,76,beach,139,100,88.6,18,14,0,75,33,12,24,3,37,83,23,47
PI0014066,T001759,POI0014,January,afternoon,Z01,8.5,5.16,3489.6,72.46,71.0,64.0,74.35,100.0,88.2,18.42,3.4,74.82,train,friends,3,0,0,3,packed,high,premium,no_restriction,non_vegetarian,private_transport,84,80,67,75,50,28,70,77,75,70,3,76,wellness,147,82,88.2,20,35,91,30,89,47,17,0,39,14,21,35
PI0014067,T001759,POI0009,January,afternoon,Z01,3.8,2.02,3904.0,60.88,89.0,84.0,75.55,100.0,61.1,21.04,1.52,70.64,train,friends,3,0,0,3,packed,high,premium,no_restriction,non_vegetarian,private_transport,84,80,67,75,50,28,70,77,75,70,3,76,wellness,171,52,61.1,2,12,87,34,79,12,0,18,7,13,9,18
PI0014068,T001759,POI0002,January,evening,Z01,12.0,0.34,20.0,79.6,61.0,58.0,71.2,100.0,67.0,0.08,4.8,60.49,train,friends,3,0,0,3,packed,high,premium,no_restriction,non_vegetarian,private_transport,84,80,67,75,50,28,70,77,75,70,3,76,religious_site,84,96,67.0,10,89,33,18,9,10,27,28,89,12,22,85
PI0014069,T001759,POI0059,January,morning,Z01,69.7,44.97,908.6,82.45,43.0,85.0,71.5,100.0,79.4,0.13,27.88,73.84,train,friends,3,0,0,3,packed,high,premium,no_restriction,non_vegetarian,private_transport,84,80,67,75,50,28,70,77,75,70,3,76,cultural_site,90,76,79.4,21,84,23,33,0,31,20,17,73,26,0,90
PI0014070,T001759,POI0032,January,evening,Z01,19.4,10.8,221.3,76.44,71.0,39.0,69.1,100.0,74.7,0.23,7.76,72.95,train,friends,3,0,0,3,packed,high,premium,no_restriction,non_vegetarian,private_transport,84,80,67,75,50,28,70,77,75,70,3,76,cultural_site,42,42,74.7,19,83,18,19,22,31,6,5,76,23,34,81
